titre;realisateur;date_debut_evenement;date_fin_evenement;cadre;lieu;adresse;arrondissement;adresse_complete;geo_coordinates
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-05-07;2007-05-07;EXTERIEUR;CITE;SAINT MARTIN;75010;CITE SAINT MARTIN 75010 Paris France;
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-04-05;2007-05-05;EXTERIEUR;PLACE;LUCIEN HERR;75005;PLACE LUCIEN HERR 75005 Paris France;
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-04-05;2007-05-05;EXTERIEUR;RUE;LAMARCK;75018;RUE LAMARCK 75018 Paris France;48.890288, 2.33619
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-10-04;2007-04-16;EXTERIEUR;RUE;NOBEL;75018;RUE NOBEL 75018 Paris France;
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-11-07;2007-11-07;EXTERIEUR;RUE;BERTHE;75018;RUE BERTHE 75018 Paris France;48.88595, 2.338569
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-10-07;2007-10-07;EXTERIEUR;SQUARE;DE L'ALBONI;75016;SQUARE DE L'ALBONI 75016 Paris France;48.857666, 2.285464
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-04-05;2007-05-05;DOMAINE PUBLIC;SQUARE;DES ARENES DE LUTECE;75005;SQUARE DES ARENES DE LUTECE 75005 Paris France;48.843491, 2.351834
FAUBOURG 36;CHRISTOPHE BARRATIER;2007-04-05;2007-05-05;DOMAINE PUBLIC;SQUARE;CAPITAN;75018;SQUARE CAPITAN 75018 Paris France;
PASSE-PASSE / (CHAPEAU DE ROUE);TONIE MARSHALL;2007-05-15;2007-05-15;EXTERIEUR;AVENUE;ALBERIC MAGNARD;75016;AVENUE ALBERIC MAGNARD 75016 Paris France;
PASSE-PASSE / (CHAPEAU DE ROUE);TONIE MARSHALL;2007-01-05;2007-01-05;EXTERIEUR;AVENUE;FOCH;75016;AVENUE FOCH 75016 Paris France;48.872126, 2.285236
PASSE-PASSE / (CHAPEAU DE ROUE);TONIE MARSHALL;2007-08-05;2007-08-05;EXTERIEUR;RUE;D'ALESIA;75014;RUE D'ALESIA 75014 Paris France;48.828302, 2.325438
UN SI BEAU VOYAGE;KHALED GHORBAL;2007-11-05;2007-11-05;EXTERIEUR;PORT;DE MONTEBELLO;75005;PORT DE MONTEBELLO 75005 Paris France;48.843491, 2.351834
UN SI BEAU VOYAGE;KHALED GHORBAL;2007-08-05;2007-08-05;EXTERIEUR;ROUTE;SAINTE APPOLINE;75002;ROUTE SAINTE APPOLINE 75002 Paris France;
UN SI BEAU VOYAGE;KHALED GHORBAL;2007-05-05;2007-05-05;DOMAINE PUBLIC;SQUARE;DU PORT;75004;SQUARE DU PORT 75004 Paris France;
L'INSTINCT DE MORT ET L'ENNEMI PUBLIC N°1;JEAN FRANCOIS RICHET;2007-11-07;2007-12-07;EXTERIEUR;RUE;CHATEAU LANDON/BD DE LA CHAPELLE;75010;RUE CHATEAU LANDON/BD DE LA CHAPELLE 75010 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-04-10;2007-04-10;EXTERIEUR;AVENUE;DE SAINT MANDE;75012;AVENUE DE SAINT MANDE 75012 Paris France;48.844891, 2.402687
SKATE OR DIE;MIGUEL COURTOIS;2007-04-09;2007-04-09;EXTERIEUR;AVENUE;MAC MAHON;75017;AVENUE MAC MAHON 75017 Paris France;48.876498, 2.294553
SKATE OR DIE;MIGUEL COURTOIS;2007-08-31;2007-08-31;EXTERIEUR;BOULEVARD;PASTEUR;75015;BOULEVARD PASTEUR 75015 Paris France;48.842041, 2.313547
SKATE OR DIE;MIGUEL COURTOIS;2007-04-09;2007-04-09;DOMAINE PUBLIC;CENTRE;SPORT;75017;CENTRE SPORT 75017 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-04-10;2007-04-10;EXTERIEUR;PLACE;DE LA NATION ET CONTRE-ALLEE;75012;PLACE DE LA NATION ET CONTRE-ALLEE 75012 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-08-31;2007-08-31;EXTERIEUR;PLACE;DES 5 MARTYRS DU LYCEE BUFFON;75015;PLACE DES 5 MARTYRS DU LYCEE BUFFON 75015 Paris France;48.838459, 2.317149
SKATE OR DIE;MIGUEL COURTOIS;2007-08-31;2007-08-31;EXTERIEUR;PLACE;SAINT MICHEL;75006;PLACE SAINT MICHEL 75006 Paris France;48.853586, 2.343888
SKATE OR DIE;MIGUEL COURTOIS;2007-08-31;2007-08-31;EXTERIEUR;PLACE;DU PALAIS ROYAL;75001;PLACE DU PALAIS ROYAL 75001 Paris France;48.86285, 2.336494
SKATE OR DIE;MIGUEL COURTOIS;2007-08-17;2007-08-17;EXTERIEUR;PLACE;PROSPER GOUBAUX;75017;PLACE PROSPER GOUBAUX 75017 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-08-31;2007-08-31;EXTERIEUR;PONT;SAINT MICHEL;75001;PONT SAINT MICHEL 75001 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-12-08;2007-12-08;EXTERIEUR;PONT;DES INVALIDES;75007;PONT DES INVALIDES 75007 Paris France;48.863256, 2.310392
SKATE OR DIE;MIGUEL COURTOIS;2007-08-15;2007-08-15;EXTERIEUR;PONT;DES INVALIDES;75007;PONT DES INVALIDES 75007 Paris France;48.863256, 2.310392
SKATE OR DIE;MIGUEL COURTOIS;2007-08-28;2007-08-28;EXTERIEUR;QUAI;FRANCOIS MAURIAC;75013;QUAI FRANCOIS MAURIAC 75013 Paris France;48.834138, 2.377319
SKATE OR DIE;MIGUEL COURTOIS;2007-09-19;2007-09-19;EXTERIEUR;QUAI;DE LA TOURNELLE;75005;QUAI DE LA TOURNELLE 75005 Paris France;48.85042, 2.353546
SKATE OR DIE;MIGUEL COURTOIS;2007-03-09;2007-03-09;EXTERIEUR;RUE;DE LONGCHAMP;75016;RUE DE LONGCHAMP 75016 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-08-16;2007-08-16;EXTERIEUR;RUE;LEON DROUX;75017;RUE LEON DROUX 75017 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-10-22;2007-10-22;EXTERIEUR;RUE;PHILIPPE DE GIRARD;75018;RUE PHILIPPE DE GIRARD 75018 Paris France;48.887432, 2.360876
SKATE OR DIE;MIGUEL COURTOIS;2007-08-30;2007-08-30;EXTERIEUR;RUE;DE CHARTRES ET ABORDS;75018;RUE DE CHARTRES ET ABORDS 75018 Paris France;
SKATE OR DIE;MIGUEL COURTOIS;2007-08-16;2007-08-16;EXTERIEUR;RUE;LEGENDRE;75017;RUE LEGENDRE 75017 Paris France;48.887462, 2.319887
SKATE OR DIE;MIGUEL COURTOIS;2007-08-30;2007-08-30;EXTERIEUR;TERRE-PLEIN;SOUS LE METRO AERIEN BD DE LA CHAPELLE;75018;TERRE-PLEIN SOUS LE METRO AERIEN BD DE LA CHAPELLE 75018 Paris France;
NUIT ET JOUR;HONG SANG-SOO;2007-05-09;2007-05-09;DOMAINE PUBLIC;SQUARE;CHANOINE VIOLLET;75014;SQUARE CHANOINE VIOLLET 75014 Paris France;
LA JOCONDE A DISPARU;FRANCOIS LUNEL;2007-08-14;2007-08-14;EXTERIEUR;RUE;PIERRE 1ER DE SERBIE;75008;RUE PIERRE 1ER DE SERBIE 75008 Paris France;
LE PLAISIR DE CHANTER;ILAN DURAN COHEN;2007-08-19;2007-08-19;EXTERIEUR;RUE;DE LILLE;75007;RUE DE LILLE 75007 Paris France;48.85901, 2.328059
LE PLAISIR DE CHANTER;ILAN DURAN COHEN;2007-10-08;2007-10-08;EXTERIEUR;RUE;DES RENAUDES;75017;RUE DES RENAUDES 75017 Paris France;
LE PLAISIR DE CHANTER;ILAN DURAN COHEN;2007-08-19;2007-08-19;EXTERIEUR;RUE;DE SOLFERINO;75007;RUE DE SOLFERINO 75007 Paris France;48.860335, 2.323596
LE PLAISIR DE CHANTER;ILAN DURAN COHEN;2007-08-08;2007-08-08;EXTERIEUR;RUE;D'HAUTEVILLE;75010;RUE D'HAUTEVILLE 75010 Paris France;48.873821, 2.350511
STELLA;SYLVIE VERHEYDE;2007-09-13;2007-09-14;EXTERIEUR;PLACE;PINEL (TERRE-PLEIN);75013;PLACE PINEL (TERRE-PLEIN) 75013 Paris France;
LES PRINCES DE LA NUIT;PATRICK LEVY;2007-08-26;2007-08-26;EXTERIEUR;AVENUE;DES CHAMPS ELYSEES;75008;AVENUE DES CHAMPS ELYSEES 75008 Paris France;48.869576, 2.30825
LES PRINCES DE LA NUIT;PATRICK LEVY;2007-06-08;2007-06-08;EXTERIEUR;AVENUE;GUSTAVE V DE SUEDE;75016;AVENUE GUSTAVE V DE SUEDE 75016 Paris France;48.861649, 2.289984
LES PRINCES DE LA NUIT;PATRICK LEVY;2007-08-08;2007-08-08;EXTERIEUR;BOULEVARD;DE STRASBOURG;75010;BOULEVARD DE STRASBOURG 75010 Paris France;48.873243, 2.356429
LES PRINCES DE LA NUIT;PATRICK LEVY;2007-08-23;2007-08-24;EXTERIEUR;RUE;D'ARTOIS;75008;RUE D'ARTOIS 75008 Paris France;48.873328, 2.307123
LES PLAGES D'AGNES;AGNES VARDA;2007-08-18;2007-08-19;EXTERIEUR;RUE;DAGUERRE;75014;RUE DAGUERRE 75014 Paris France;48.83468, 2.327669
C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO;JENNIFER DEVOLDERE;2007-08-15;2007-08-15;EXTERIEUR;SQUARE;HENRI DUPARC;75017;SQUARE HENRI DUPARC 75017 Paris France;48.88519, 2.312853
C'EST TOUJOURS MIEUX QUAND ON SOURIT SUR LA PHOTO;JENNIFER DEVOLDERE;2007-03-09;2007-03-09;EXTERIEUR;SQUARE;HENRI DUPARC;75017;SQUARE HENRI DUPARC 75017 Paris France;48.88519, 2.312853
LA PANTHERE ROSE 2;HARALD ZWART;2007-08-24;2007-08-24;EXTERIEUR;MUSEE;DU GRAND PALAIS;75008;MUSEE DU GRAND PALAIS 75008 Paris France;
LA PANTHERE ROSE 2;HARALD ZWART;2007-08-24;2007-08-24;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
LA PANTHERE ROSE 2;HARALD ZWART;2007-08-22;2007-08-22;EXTERIEUR;QUAI;DE LA TOURNELLE;75005;QUAI DE LA TOURNELLE 75005 Paris France;48.85042, 2.353546
MA FILLE A 15 ANS;FRANCOIS DESAGNAT;2007-09-17;2007-09-17;EXTERIEUR;RUE;DAMESME;75013;RUE DAMESME 75013 Paris France;
LOST IN LOVE;RACHMANIA ARUNITA;2007-08-30;2007-08-30;EXTERIEUR;BOULEVARD;SAINT MARTIN;75003;BOULEVARD SAINT MARTIN 75003 Paris France;
LOST IN LOVE;RACHMANIA ARUNITA;2007-09-13;2007-09-13;EXTERIEUR;PASSERELLE;DE SOLFERINO/QUAI ANATOLE FRANCE;75007;PASSERELLE DE SOLFERINO/QUAI ANATOLE FRANCE 75007 Paris France;
LOST IN LOVE;RACHMANIA ARUNITA;2007-08-30;2007-08-30;EXTERIEUR;PLACE;IGOR STRAVINSKY;75004;PLACE IGOR STRAVINSKY 75004 Paris France;48.859444, 2.351389
LOST IN LOVE;RACHMANIA ARUNITA;2007-09-13;2007-09-13;EXTERIEUR;PONT;ALEXANDRE III;75008;PONT ALEXANDRE III 75008 Paris France;48.863669, 2.313547
LOST IN LOVE;RACHMANIA ARUNITA;2007-08-30;2007-08-30;EXTERIEUR;PONT;DES ARTS;75006;PONT DES ARTS 75006 Paris France;48.858795, 2.337747
SOIT JE MEURS SOIT JE VAIS MIEUX;L. FERREIRA BARBOSA;2007-08-31;2007-01-09;EXTERIEUR;BOULEVARD;DE MONTMORENCY;75016;BOULEVARD DE MONTMORENCY 75016 Paris France;
L'EMPREINTE DE L'ANGE;SAFY NEBBOU;2007-09-15;2007-09-15;EXTERIEUR;AVENUE;DE FRANCE;75013;AVENUE DE FRANCE 75013 Paris France;48.830637, 2.376768
L'EMPREINTE DE L'ANGE;SAFY NEBBOU;2007-09-20;2007-09-20;EXTERIEUR;BOULEVARD;DE BERCY;75012;BOULEVARD DE BERCY 75012 Paris France;48.839928, 2.382484
CHRYSALIS (AVATAR);JULIEN LECLERCQ;2006-03-11;2006-03-11;EXTERIEUR;AVENUE;DE FRANCE ANGLE RUE NEUVE TOLBIAC;75013;AVENUE DE FRANCE ANGLE RUE NEUVE TOLBIAC 75013 Paris France;48.831092, 2.377514
CHRYSALIS (AVATAR);JULIEN LECLERCQ;2006-12-09;2006-09-14;EXTERIEUR;BOULEVARD;RICHARD LENOIR;75011;BOULEVARD RICHARD LENOIR 75011 Paris France;48.859756, 2.371793
UN CHATEAU EN ESPAGNE;ISABELLE DOVAL;2006-12-08;2006-12-08;EXTERIEUR;PLACE;THEOPHILE RIVIERE;75016;PLACE THEOPHILE RIVIERE 75016 Paris France;48.853093, 2.248763
UN CHATEAU EN ESPAGNE;ISABELLE DOVAL;2006-07-09;2006-07-09;EXTERIEUR;PONT;SAINT LOUIS;75004;PONT SAINT LOUIS 75004 Paris France;48.852745, 2.352713
UN CHATEAU EN ESPAGNE;ISABELLE DOVAL;2006-08-17;2006-08-17;EXTERIEUR;RUE;DE CLICHY (DEVANT LE CASINO DE PARIS);75009;RUE DE CLICHY (DEVANT LE CASINO DE PARIS) 75009 Paris France;48.868939, 2.333512
FRAGILE(S);MARTIN VALENTE;2006-08-18;2006-08-18;EXTERIEUR;QUAI;D'AUSTERLITZ;75013;QUAI D'AUSTERLITZ 75013 Paris France;48.84062, 2.369673
FRAGILE(S);MARTIN VALENTE;2006-07-09;2006-07-09;EXTERIEUR;QUAI;DE BETHUNE;75004;QUAI DE BETHUNE 75004 Paris France;48.850582, 2.357518
LA VIE D'ARTISTE;MARC FITOUSSI;2006-08-31;2006-08-31;EXTERIEUR;RUE;DES FOSSES SAINT JACQUES;75005;RUE DES FOSSES SAINT JACQUES 75005 Paris France;48.845599, 2.344324
LA VIE D'ARTISTE;MARC FITOUSSI;2006-08-25;2006-08-25;EXTERIEUR;RUE;DU BEAUJOLAIS;75001;RUE DU BEAUJOLAIS 75001 Paris France;48.866204, 2.338215
LA VIE D'ARTISTE;MARC FITOUSSI;2006-08-28;2006-08-28;EXTERIEUR;TUNNEL;DE BERCT;75012;TUNNEL DE BERCT 75012 Paris France;48.873045, 2.411977
DEMANDEZ LA PERMISSION AUX ENFANTS;E. CIVANYAN;2006-07-27;2006-07-27;EXTERIEUR;RUE;DES PANOYAUX;75020;RUE DES PANOYAUX 75020 Paris France;48.866809, 2.387366
JE DETESTE LES ENFANTS DES AUTRES;ANNE FASSIO;2006-09-08;2006-09-08;EXTERIEUR;BOULEVARD;DIDEROT;75012;BOULEVARD DIDEROT 75012 Paris France;48.846752, 2.381741
L'AMOUR CACHE;ALESSANDRO CAPONE;2006-08-20;2006-08-20;EXTERIEUR;PLACE;DES VICTOIRES;75001;PLACE DES VICTOIRES 75001 Paris France;48.865653, 2.34096
L'AMOUR CACHE;ALESSANDRO CAPONE;2006-08-17;2006-08-17;EXTERIEUR;PLACE;DU 18 JUIN 1940;75015;PLACE DU 18 JUIN 1940 75015 Paris France;48.843548, 2.324642
L'AMOUR CACHE;ALESSANDRO CAPONE;2006-08-23;2006-08-23;DOMAINE PUBLIC;PORT;DE LA TOURNELLE;75005;PORT DE LA TOURNELLE 75005 Paris France;48.849811, 2.356086
L'AMOUR CACHE;ALESSANDRO CAPONE;2006-08-17;2006-08-17;EXTERIEUR;RUE;SAINT DOMINIQUE;75007;RUE SAINT DOMINIQUE 75007 Paris France;48.859946, 2.312247
RUSH HOUR 3;BRETT RATNER;2007-04-28;2007-04-28;EXTERIEUR;AVENUE;DUQUESNE;75007;AVENUE DUQUESNE 75007 Paris France;48.851698, 2.31013
RUSH HOUR 3;BRETT RATNER;2007-04-28;2007-04-28;EXTERIEUR;AVENUE;DE SUFFREN;75007;AVENUE DE SUFFREN 75007 Paris France;48.851551, 2.300291
LES AMBITIEUX;CATHERINE CORSINI;2006-07-02;2006-07-02;EXTERIEUR;PLACE;COLETTE;75001;PLACE COLETTE 75001 Paris France;48.863194, 2.335833
LES AMBITIEUX;CATHERINE CORSINI;2006-08-03;2006-08-03;EXTERIEUR;RUE;DE L'ODEON;75006;RUE DE L'ODEON 75006 Paris France;48.850712, 2.338702
BELLE TOUJOURS;MANUEL DE OLIVEIRA;2006-02-13;2006-02-13;EXTERIEUR;PLACE;BOIELDIEU;75002;PLACE BOIELDIEU 75002 Paris France;48.870721, 2.337954
BELLE TOUJOURS;MANUEL DE OLIVEIRA;2006-02-20;2006-02-20;EXTERIEUR;PLACE;BOIELDIEU;75002;PLACE BOIELDIEU 75002 Paris France;48.870721, 2.337954
BELLE TOUJOURS;MANUEL DE OLIVEIRA;2006-02-20;2006-02-20;EXTERIEUR;RUE;FAVART;75002;RUE FAVART 75002 Paris France;48.870826, 2.338007
MA PLACE AU SOLEIL;ERIC DE MONTALIER;2006-04-04;2006-04-04;EXTERIEUR;AVENUE;DE JUNOT;75018;AVENUE DE JUNOT 75018 Paris France;48.88811, 2.336022
MA PLACE AU SOLEIL;ERIC DE MONTALIER;2006-04-04;2006-04-04;EXTERIEUR;AVENUE;DE BRETEUIL;75007;AVENUE DE BRETEUIL 75007 Paris France;48.849525, 2.312288
MA PLACE AU SOLEIL;ERIC DE MONTALIER;2006-06-04;2006-06-04;EXTERIEUR;AVENUE;JUNOT;75018;AVENUE JUNOT 75018 Paris France;48.88811, 2.336022
MA PLACE AU SOLEIL;ERIC DE MONTALIER;2006-05-04;2006-05-04;EXTERIEUR;RUE;DE DOUAI;75009;RUE DE DOUAI 75009 Paris France;48.883055, 2.331266
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-04-13;2006-04-14;EXTERIEUR;BOULEVARD;VOLTAIRE;75011;BOULEVARD VOLTAIRE 75011 Paris France;48.857638, 2.380338
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-10-04;2006-11-04;EXTERIEUR;PLACE;DE L'URUGUAY;75016;PLACE DE L'URUGUAY 75016 Paris France;48.853093, 2.248763
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-07-04;2006-07-04;EXTERIEUR;RUE;MENARS/R QUATRE SEPTEMBRE (ANGLE);75002;RUE MENARS/R QUATRE SEPTEMBRE (ANGLE) 75002 Paris France;48.867564, 2.34399
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-03-27;2006-03-27;EXTERIEUR;RUE;YVONNE LE TAC;75018;RUE YVONNE LE TAC 75018 Paris France;48.884146, 2.340038
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-04-13;2006-04-14;EXTERIEUR;RUE;DES BOULETS;75011;RUE DES BOULETS 75011 Paris France;48.850845, 2.390204
JE CROIS QUE JE L'AIME/IRRESISTIBLE;PIERRE JOLIVET;2006-03-27;2006-03-27;EXTERIEUR;RUE;ET PLACE DES ABBESSES;75018;RUE  ET PLACE DES ABBESSES 75018 Paris France;48.884306, 2.338703
ACTRICE;V. BRUNI-TEDESCHI;2006-03-27;2006-03-28;EXTERIEUR;PONT;LOUIS PHILIPPE;75004;PONT LOUIS PHILIPPE 75004 Paris France;48.853754, 2.354315
ACTRICE;V. BRUNI-TEDESCHI;2006-06-03;2006-06-03;EXTERIEUR;PONT;LOUIS PHILIPPE;75004;PONT LOUIS PHILIPPE 75004 Paris France;48.853754, 2.354315
ACTRICE;V. BRUNI-TEDESCHI;2006-03-22;2006-03-22;EXTERIEUR;RUE;DES BARRES;75004;RUE DES BARRES 75004 Paris France;48.855335, 2.355262
ACTRICE;V. BRUNI-TEDESCHI;2006-03-13;2006-03-13;DOMAINE PUBLIC;SQUARE;ALBERT BARTHOLOME;75015;SQUARE ALBERT BARTHOLOME 75015 Paris France;48.828898, 2.294393
SAY IT IN RUSSIAN;JEFF CELENTANO;2006-07-03;2006-07-03;EXTERIEUR;QUAI;DES GRANDS AUGUSTINS;75006;QUAI DES GRANDS AUGUSTINS 75006 Paris France;48.854679, 2.342401
SAY IT IN RUSSIAN;JEFF CELENTANO;2006-07-03;2006-07-03;EXTERIEUR;RUE;DE BERNE;75008;RUE DE BERNE 75008 Paris France;48.880962, 2.323164
DANSE AVEC LUI;VALERIE GUIGNABODET;2006-03-15;2006-03-15;EXTERIEUR;AVENUE;DE FLANDRES;75019;AVENUE DE FLANDRES 75019 Paris France;48.887406, 2.373106
DANSE AVEC LUI;VALERIE GUIGNABODET;2006-03-15;2006-03-15;EXTERIEUR;BOULEVARD;DE LA VILLETTE;75010;BOULEVARD DE LA VILLETTE 75010 Paris France;48.878444, 2.370099
JE PENSE A VOUS;PASCAL BONITZER;2006-04-13;2006-04-13;EXTERIEUR;AVENUE;DU GENERAL LAPERRINE;75012;AVENUE DU GENERAL LAPERRINE 75012 Paris France;48.834148, 2.407244
JE PENSE A VOUS;PASCAL BONITZER;2006-04-13;2006-04-13;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
JE PENSE A VOUS;PASCAL BONITZER;2006-03-29;2006-03-29;DOMAINE PUBLIC;BOIS;DE VINCENNES;75012;BOIS DE VINCENNES 75012 Paris France;48.832576, 2.418326
JE PENSE A VOUS;PASCAL BONITZER;2006-04-18;2006-04-18;DOMAINE PUBLIC;CIMETIERE;DU PERE LACHAISE;75020;CIMETIERE DU PERE LACHAISE 75020 Paris France;48.86115, 2.394188
JE PENSE A VOUS;PASCAL BONITZER;2006-04-24;2006-04-24;EXTERIEUR;PLACE;PAUL CLAUDEL;75006;PLACE PAUL CLAUDEL 75006 Paris France;48.916038, 2.24473
NE TOUCHEZ PAS LA HACHE;JACQUES RIVETTE;2006-04-04;2006-04-04;EXTERIEUR;IMPASSE;DE CONTI;75006;IMPASSE DE CONTI 75006 Paris France;48.857053, 2.338356
PARIS NORD SUD;FRANCK LLOPIS;2006-03-27;2006-03-27;DOMAINE PUBLIC;CIMETIERE;MONTMARTRE;75018;CIMETIERE MONTMARTRE 75018 Paris France;48.887611, 2.330186
PARIS NORD SUD;FRANCK LLOPIS;2006-03-29;2006-03-29;DOMAINE PUBLIC;PARC;DU CHAMP DE MARS;75007;PARC DU CHAMP DE MARS 75007 Paris France;48.856315, 2.297387
PARIS NORD SUD;FRANCK LLOPIS;2006-04-04;2006-04-04;DOMAINE PUBLIC;PORT;DE LA TOURNELLE;75005;PORT DE LA TOURNELLE 75005 Paris France;48.849811, 2.356086
PARIS NORD SUD;FRANCK LLOPIS;2006-03-28;2006-03-28;DOMAINE PUBLIC;SQUARE;LAMBERT;75015;SQUARE LAMBERT 75015 Paris France;48.842399, 2.296644
PARIS NORD SUD;FRANCK LLOPIS;2006-05-04;2006-05-04;DOMAINE PUBLIC;SQUARE;LAURENT PRACHE;75006;SQUARE LAURENT PRACHE 75006 Paris France;48.850531, 2.332233
L'INVITE;LAURENT BOUHNIK;2006-03-29;2006-03-29;EXTERIEUR;AVENUE;MAC MAHON;75017;AVENUE MAC MAHON 75017 Paris France;48.876498, 2.294553
NOS RETROUVAILLES;DAVID OELHOFFEN;2006-03-30;2006-03-31;EXTERIEUR;BOULEVARD;DE BERCY;75012;BOULEVARD DE BERCY 75012 Paris France;48.839928, 2.382484
LA FETE DES VOISINS;DAVID HADDAD;2009-07-31;2009-07-31;EXTERIEUR;RUE;JEAN COTIN;75018;RUE JEAN COTIN 75018 Paris France;
LA FETE DES VOISINS;DAVID HADDAD;2009-07-30;2009-07-30;EXTERIEUR;RUE;MIRBEL;75005;RUE MIRBEL 75005 Paris France;
HAPPY FEW;ANTONY CORDIER;2009-08-14;2009-08-14;EXTERIEUR;BOULEVARD;VINCENT AURIOL;75013;BOULEVARD VINCENT AURIOL 75013 Paris France;48.833906, 2.364923
HAPPY FEW;ANTONY CORDIER;2009-08-27;2009-08-27;EXTERIEUR;PLACE;VICTOR ET HELENE BASCH;75014;PLACE VICTOR ET HELENE BASCH 75014 Paris France;
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;LUC BESSON;2009-09-24;2009-09-25;EXTERIEUR;AVENUE;GABRIEL;75008;AVENUE GABRIEL 75008 Paris France;48.868372, 2.31639
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;LUC BESSON;2009-08-16;2009-08-16;EXTERIEUR;RUE;DU FAUBOURG SAINT HONORE;75008;RUE DU FAUBOURG SAINT HONORE 75008 Paris France;48.872845, 2.310735
LES AVENTURES EXTRAORDINAIRES D'ADELE BLANC SEC;LUC BESSON;2009-09-17;2009-09-17;EXTERIEUR;PONT;DU CARROUSEL;75001;PONT DU CARROUSEL 75001 Paris France;48.859391, 2.332942
LES PETITS MOUCHOIRS;GUILLAUME CANET;2009-12-10;2009-10-13;EXTERIEUR;RUE;BOULLE;75011;RUE BOULLE 75011 Paris France;
LES PETITS MOUCHOIRS;GUILLAUME CANET;2009-12-10;2009-10-13;EXTERIEUR;RUE;FROMENT;75011;RUE FROMENT 75011 Paris France;
LES PETITS MOUCHOIRS;GUILLAUME CANET;2009-06-08;2009-07-08;EXTERIEUR;PONT;DE L'ALMA;75007;PONT DE L'ALMA 75007 Paris France;48.863557, 2.3017
LES PETITS MOUCHOIRS;GUILLAUME CANET;2009-10-16;2009-10-16;EXTERIEUR;PASSAGE;DE L'HIRONDELLE;75006;PASSAGE DE L'HIRONDELLE 75006 Paris France;
LES PETITS MOUCHOIRS;GUILLAUME CANET;2009-07-08;2009-08-08;EXTERIEUR;AVENUE;RAPP;75007;AVENUE RAPP 75007 Paris France;48.860348, 2.300831
INCEPTION / OLIVER'S ARROW;CHRIS NOLAN;2009-08-20;2009-08-20;EXTERIEUR;RUE;GALLIERA;75016;RUE GALLIERA 75016 Paris France;
INCEPTION / OLIVER'S ARROW;CHRIS NOLAN;2009-07-20;2009-07-22;EXTERIEUR;PONT;BIR HAKEIM;75015;PONT BIR HAKEIM 75015 Paris France;48.855712, 2.287752
INCEPTION / OLIVER'S ARROW;CHRIS NOLAN;2009-08-18;2009-08-19;EXTERIEUR;AVENUE;DE SAXE;75007;AVENUE DE SAXE 75007 Paris France;48.848092, 2.310655
INCEPTION / OLIVER'S ARROW;CHRIS NOLAN;2009-08-18;2009-08-19;EXTERIEUR;RUE;BOUCHUT;75015;RUE BOUCHUT 75015 Paris France;48.846843, 2.31005
INCEPTION / OLIVER'S ARROW;CHRIS NOLAN;2009-07-22;2009-07-25;EXTERIEUR;RUE;PERIGNON;75015;RUE PERIGNON 75015 Paris France;48.847278, 2.30777
VENUS NOIRE;ABDELLATIF KECHICHE;2009-08-28;2009-08-28;EXTERIEUR;PONT;DE L'ARCHEVECHE;75005;PONT DE L'ARCHEVECHE 75005 Paris France;48.851604, 2.351582
VENUS NOIRE;ABDELLATIF KECHICHE;2009-08-21;2009-08-21;EXTERIEUR;QUAI;DU PORT DES TOURNELLES;75004;QUAI DU PORT DES TOURNELLES 75004 Paris France;
CONTRE TOI/SOUS TON EMPRISE;LOLA DOILLON;2009-08-31;2009-08-31;EXTERIEUR;RUE;DE MADRID;75008;RUE DE MADRID 75008 Paris France;48.878492, 2.320963
CONTRE TOI/SOUS TON EMPRISE;LOLA DOILLON;2009-08-18;2009-08-18;EXTERIEUR;RUE;DE LA BIENFAISANCE;75008;RUE DE LA BIENFAISANCE 75008 Paris France;48.87659, 2.316703
